A,B,C,D
5874,d,17,C
5875,d,168,A
5876,e,174,C
5877,b,175,A
5878,d,156,B
5879,a,184,A
5880,d,192,C
5881,a,17,C
5882,a,147,A
5883,d,165,B
5884,b,89,B
5885,c,185,C
5886,d,92,C
5887,d,75,B
5888,d,84,C
5889,c,69,C
5890,b,2,A
5891,c,39,B
5892,b,33,B
5893,a,149,C
5894,b,193,C
5895,b,103,B
5896,d,51,A
5897,c,14,B
5898,b,135,B
5899,e,15,B
5900,a,65,C
5901,e,42,B
5902,e,130,C
5903,c,172,B
5904,d,195,C
5905,d,113,C
5906,e,131,B
5907,a,29,C
5908,c,110,C
5909,e,192,B
5910,c,9,A
5911,a,163,C
5912,b,92,C
5913,a,182,C
5914,c,192,B
5915,c,72,A
5916,c,57,B
5917,c,60,B
5918,e,159,C
5919,b,137,A
5920,a,145,B
5921,e,193,C
5922,c,173,C
5923,e,42,C
5924,a,69,A
5925,d,1,B
5926,a,109,B
5927,d,159,B
5928,b,65,A
5929,a,14,C
5930,d,37,C
5931,a,53,B
5932,e,131,A
5933,a,168,B
5934,e,120,A
5935,b,192,C
5936,e,68,A
5937,d,23,B
5938,c,23,A
5939,d,194,A
5940,d,7,A
5941,a,83,B
5942,c,166,A
5943,b,29,A
5944,e,40,C
5945,d,109,C
5946,a,103,C
5947,d,95,B
5948,b,129,A
5949,c,194,B
5950,e,172,B
5951,c,21,A
5952,e,162,A
5953,d,170,A
5954,b,194,C
5955,c,29,C
5956,a,2,C
5957,b,169,A
5958,b,93,C
5959,b,80,C
5960,a,90,B
5961,d,163,B
5962,c,36,C
5963,b,35,A
5964,a,151,B
5965,d,165,A
5966,b,137,C
5967,a,163,C
5968,e,119,C
5969,d,17,C
5970,b,107,C
5971,e,166,A
5972,c,191,C
5973,b,129,B
5974,b,23,C
5975,d,157,A
5976,d,39,A
5977,e,94,C
5978,e,111,C
5979,d,179,A
5980,b,135,C
5981,b,41,A
5982,a,90,C
5983,d,31,C
5984,c,141,B
5985,e,59,C
5986,d,6,B
5987,b,140,A
5988,a,124,A
5989,e,194,B
5990,e,132,A
5991,a,72,B
5992,a,199,B
5993,e,108,A
5994,b,120,C
5995,c,58,B
5996,b,163,A
5997,b,179,C
5998,e,77,C
5999,a,62,C
6000,b,54,C
6001,c,75,B
6002,e,163,B
6003,e,76,B
6004,a,33,C
6005,d,198,A
6006,e,169,B
6007,e,179,A
6008,d,23,C
6009,d,178,A
6010,b,191,C
6011,e,183,B
6012,d,61,B
6013,b,123,A
6014,c,71,B
6015,a,80,A
6016,d,72,C
6017,c,84,B
6018,e,155,B
6019,c,183,C
6020,c,144,A
6021,a,28,A
6022,b,157,A
6023,a,49,A
6024,b,91,B
6025,d,60,A
6026,b,76,B
6027,a,93,B
6028,c,33,B
6029,d,95,B
6030,b,57,A
6031,a,49,C
6032,b,191,C
6033,b,90,C
6034,e,176,A
6035,e,44,C
6036,a,186,C
6037,d,75,C
6038,c,125,A
6039,e,108,A
6040,d,53,B
6041,b,40,C
6042,d,86,A
6043,a,175,A
6044,c,90,A
6045,b,41,B
6046,d,47,A
6047,a,183,C
6048,d,148,B
6049,a,97,C
6050,e,98,B
6051,a,144,A
6052,e,75,B
6053,b,192,A
6054,c,92,B
6055,a,167,A
6056,c,147,B
6057,c,163,A
6058,d,93,B
6059,c,169,A
6060,d,170,B
6061,c,185,A
6062,a,27,C
6063,e,143,B
6064,e,19,B
6065,a,60,C
6066,e,66,A
6067,d,154,A
6068,a,86,B
6069,d,85,C
6070,d,148,C
6071,d,118,C
6072,e,77,A
6073,a,118,B
6074,a,195,A
6075,a,32,C
6076,a,47,B
6077,a,122,B
6078,c,64,C
6079,c,100,A
6080,c,163,B
6081,a,48,B
6082,c,58,C
6083,c,18,B
6084,b,88,C
6085,a,81,B
6086,e,111,A
6087,d,26,C
6088,c,72,A
6089,d,121,C
6090,c,152,B
6091,b,120,A
6092,a,115,C
6093,d,168,C
6094,c,150,A
6095,e,35,B
6096,c,166,B
6097,e,96,B
6098,e,101,A
6099,d,25,B
6100,e,178,C
6101,c,10,B
6102,a,131,A
6103,e,43,B
6104,a,47,A
6105,d,193,B
6106,d,18,B
6107,b,7,A
6108,b,179,C
6109,d,89,A
6110,a,54,C
6111,d,119,B
6112,d,77,B
6113,c,200,B
6114,e,151,B
6115,a,87,A
6116,d,121,C
6117,a,60,C
6118,a,1,C
6119,e,143,A
6120,e,2,B
6121,c,139,B
6122,a,22,A
6123,e,174,C
6124,c,189,C
6125,d,109,C
6126,a,190,A
6127,b,21,B
6128,a,150,A
6129,c,136,A
6130,c,119,C
6131,d,107,B
6132,e,56,B
6133,c,105,A
6134,b,145,A
6135,a,110,B
6136,b,91,A
6137,d,13,B
6138,c,107,B
6139,e,35,B
6140,c,82,A
6141,e,185,C
6142,c,24,B
6143,d,168,C
6144,c,162,A
6145,d,11,A
6146,d,121,B
6147,d,21,C
6148,a,140,B
6149,a,32,B
6150,b,36,B
6151,b,196,B
6152,c,144,C
6153,b,105,B
6154,e,120,A
6155,d,24,B
6156,c,63,B
6157,b,170,B
6158,b,134,B
6159,d,117,B
6160,a,176,C
6161,c,83,A
6162,a,158,B
6163,a,97,B
6164,a,41,A
6165,d,123,C
6166,d,100,B
6167,d,116,C
6168,b,108,B
6169,b,141,C
6170,b,119,C
6171,c,48,C
6172,b,104,B
6173,c,105,A
6174,e,113,B
6175,a,111,A
6176,b,54,A
6177,d,117,A
6178,a,11,B
6179,c,54,A
6180,b,117,C
6181,e,17,B
6182,d,46,B
6183,a,134,C
6184,d,44,B
6185,c,109,B
6186,a,39,C
6187,b,15,B
6188,a,40,B
6189,a,159,C
6190,a,99,C
6191,b,28,B
6192,d,144,B
6193,d,39,B
6194,e,51,A
6195,d,66,A
6196,b,68,B
6197,b,22,C
6198,e,161,C
6199,a,73,C
6200,a,112,C
6201,b,191,C
6202,d,189,B
6203,d,163,B
6204,d,125,A
6205,e,94,A
6206,c,190,C
6207,c,156,B
6208,c,153,C
6209,e,120,B
6210,c,89,C
6211,c,138,B
6212,d,85,C
6213,a,67,B
6214,e,94,B
6215,e,195,A
6216,b,43,B
6217,a,14,B
6218,d,68,C
6219,a,61,C
6220,d,110,C
6221,a,198,A
6222,b,18,B
6223,c,28,B
6224,e,168,B
6225,a,29,A
6226,a,161,C
6227,d,196,A
6228,e,54,C
6229,c,64,B
6230,e,8,C
6231,d,155,B
6232,b,143,C
6233,b,146,A
6234,c,97,C
6235,e,75,A
6236,a,132,B
6237,e,187,C
6238,b,76,C
6239,a,27,C
6240,a,55,B
6241,a,19,B
6242,b,18,A
6243,e,141,B
6244,a,21,B
6245,e,110,B
6246,b,23,B
6247,d,176,C
6248,d,153,A
6249,a,98,C
6250,c,131,A
6251,d,13,B
6252,b,75,B
6253,d,180,B
6254,e,23,B
6255,a,192,B
6256,a,84,C
6257,d,155,B
6258,c,108,C
6259,d,133,B
6260,e,65,A
6261,d,190,A
6262,b,93,C
6263,d,115,A
6264,b,39,C
6265,d,45,B
6266,b,63,A
6267,c,151,C
6268,c,64,A
6269,a,148,B
6270,b,200,A
6271,e,36,C
6272,b,119,B
6273,e,136,B
6274,b,181,A
6275,d,59,B
6276,b,119,C
6277,d,200,B
6278,b,6,C
6279,e,164,A
6280,b,164,A
6281,c,182,C
6282,b,169,A
6283,c,144,A
6284,b,19,C
6285,e,104,A
6286,b,132,B
6287,a,156,A
6288,c,50,C
6289,a,42,C
6290,d,162,B
6291,b,21,A
6292,a,60,B
6293,a,192,C
6294,a,61,B
6295,a,73,B
6296,b,35,B
6297,e,26,A
6298,a,84,C
6299,b,196,B
6300,b,24,C
6301,d,168,B
6302,e,10,C
6303,c,197,A
6304,e,164,C
6305,b,155,A
6306,d,98,C
6307,c,122,C
6308,c,50,B
6309,d,15,A
6310,c,130,B
6311,b,136,A
6312,b,116,C
6313,a,100,B
6314,a,37,C
6315,d,151,A
6316,a,15,A
6317,a,19,A
6318,a,159,B
6319,b,111,B
6320,d,27,B
6321,e,6,C
6322,a,147,A
6323,b,120,B
6324,e,64,A
6325,a,167,A
6326,a,38,B
6327,e,77,A
6328,a,44,C
6329,c,131,C
6330,a,71,A
6331,b,110,A
6332,c,196,B
6333,e,115,B
6334,c,40,B
6335,d,69,C
6336,b,158,B
6337,b,121,A
6338,d,196,C
6339,d,109,A
6340,a,87,B
6341,a,2,A
6342,b,5,A
6343,d,9,A
6344,a,118,B
6345,d,46,B
6346,e,97,B
6347,c,51,C
6348,c,119,B
6349,a,175,A
6350,e,61,C
6351,c,138,B
6352,d,47,A
6353,a,106,C
6354,b,94,C
6355,a,14,C
6356,e,15,B
6357,a,175,C
6358,b,16,C
6359,a,70,A
6360,a,9,B
6361,b,28,B
6362,d,26,B
6363,c,64,C
6364,b,31,A
6365,a,115,C
6366,d,168,B
6367,c,167,B
6368,e,146,B
6369,b,15,C
6370,e,98,C
6371,e,38,A
6372,d,155,B
6373,d,132,B
6374,c,178,B
6375,b,2,A
6376,a,44,A
6377,e,169,A
6378,d,104,B
6379,c,63,A
6380,b,69,C
6381,b,79,A
6382,d,5,A
6383,a,59,C
6384,d,21,B
6385,b,60,A
6386,a,34,B
6387,c,36,B
6388,d,116,A
6389,b,27,B
6390,a,62,B
6391,a,152,B
6392,c,192,A
6393,a,66,C
6394,d,108,B
6395,c,27,C
6396,c,137,A
6397,e,36,B
6398,d,134,B
6399,e,28,A
6400,a,41,B
6401,a,126,A
6402,c,93,C
6403,d,187,A
6404,d,59,C
6405,c,166,C
6406,a,54,C
6407,b,20,C
6408,e,10,B
6409,a,22,C
6410,e,168,B
6411,e,75,B
6412,e,124,B
6413,d,50,B
6414,b,58,B
6415,d,7,B
6416,d,180,A
6417,c,17,C
6418,a,14,A
6419,c,22,C
6420,a,91,C
6421,d,132,A
6422,e,29,A
6423,c,40,C
6424,a,129,A
6425,d,32,A
6426,d,176,C
6427,e,115,A
6428,c,48,B
6429,b,71,A
6430,a,52,C
6431,d,18,A
6432,d,1,C
6433,b,58,A
6434,c,56,A
6435,e,41,B
6436,b,9,B
6437,e,42,A
6438,a,43,A
6439,d,169,C
6440,b,72,B
6441,e,91,C
6442,e,85,A
6443,b,121,B
6444,a,82,C
6445,e,169,C
6446,e,158,C
6447,a,118,C
6448,e,58,B
6449,e,18,C
6450,e,128,B
6451,d,20,A
6452,d,199,A
6453,d,109,A
6454,c,115,A
6455,d,134,B
6456,c,78,B
6457,e,190,B
6458,e,106,B
6459,a,40,B
6460,d,132,C
6461,a,51,C
6462,e,36,A
6463,c,126,A
6464,d,66,A
6465,c,144,B
6466,d,38,A
6467,b,147,B
6468,b,92,C
6469,c,146,B
6470,b,45,A
6471,a,173,C
6472,c,158,C
6473,d,68,C
6474,a,76,C
6475,d,78,B
6476,b,33,B
6477,e,83,B
6478,d,101,A
6479,a,9,C
6480,a,80,A
6481,a,59,B
6482,e,86,C
6483,a,143,B
6484,d,173,C
6485,a,3,A
6486,d,134,A
6487,a,168,A
6488,c,103,A
6489,e,128,A
6490,a,118,A
6491,e,25,B
6492,c,6,B
6493,d,14,B
6494,e,137,B
6495,a,85,A
6496,a,72,A
6497,a,74,C
6498,d,11,B
6499,c,79,C
6500,e,55,C
6501,a,200,B
6502,d,88,A
6503,d,145,C
6504,d,191,C
6505,a,121,A
6506,a,133,A
6507,b,68,C
6508,d,99,C
6509,d,19,B
6510,c,108,A
6511,a,91,B
6512,b,128,A
6513,e,64,A
6514,d,128,B
6515,d,187,B
6516,b,148,C
6517,a,112,A
6518,a,135,A
6519,d,86,B
6520,e,172,C
6521,e,22,C
6522,e,22,A
6523,b,2,B
6524,d,191,C
6525,c,188,C
6526,c,161,C
6527,c,147,A
6528,d,158,A
6529,e,44,B
6530,a,191,C
6531,b,74,A
6532,c,96,B
6533,c,131,A
6534,d,161,A
6535,e,28,A
6536,c,16,A
6537,d,80,C
6538,d,17,A
6539,e,28,B
6540,b,96,A
6541,e,53,C
6542,b,61,C
6543,e,48,A
6544,a,182,B
6545,e,54,C
6546,e,106,A
6547,b,181,A
6548,e,103,B
6549,b,157,A
6550,e,118,B
6551,e,154,A
6552,a,50,B
6553,d,50,B
6554,b,29,A
6555,a,196,C
6556,a,92,B
6557,e,57,B
6558,a,156,B
6559,b,43,A
6560,b,100,B
6561,a,65,C
6562,e,33,A
6563,e,57,A
6564,b,146,C
6565,a,186,C
6566,c,158,A
6567,c,32,C
6568,a,129,C
6569,e,176,C
6570,d,108,A
6571,c,182,B
6572,b,182,B
6573,d,50,B
6574,c,25,C
6575,c,32,A
6576,e,173,C
6577,e,138,C
6578,a,85,B
6579,e,82,A
6580,b,1,B
6581,c,8,C
6582,e,20,B
6583,d,178,A
6584,c,178,A
6585,d,21,C
6586,a,142,A
6587,c,193,B
6588,b,185,C
6589,a,190,C
6590,d,77,B
6591,d,187,C
6592,d,63,C
6593,a,23,A
6594,b,83,B
6595,b,67,B
6596,d,41,C
6597,b,12,B
6598,b,25,A
6599,a,174,C
6600,b,192,A
6601,d,50,A
6602,a,128,A
6603,d,9,B
6604,d,141,A
6605,d,14,A
6606,d,79,A
6607,c,60,C
6608,c,57,C
6609,b,134,C
6610,d,188,B
6611,c,33,C
6612,d,100,C
6613,c,4,A
6614,e,148,B
6615,a,53,B
6616,a,126,C
6617,d,168,B
6618,a,95,C
6619,c,13,C
6620,c,54,C
6621,e,39,B
6622,d,103,C
6623,c,36,A
6624,b,140,B
6625,c,198,A
6626,d,8,A
6627,d,120,B
6628,a,31,B
6629,e,178,C
6630,c,1,C
6631,a,156,C
6632,a,110,C
6633,d,64,A
6634,e,63,C
6635,b,112,C
6636,b,56,C
6637,b,7,B
6638,c,56,B
6639,e,89,C
6640,b,177,A
6641,a,87,B
6642,c,156,C
6643,d,79,A
6644,c,182,A
6645,b,6,A
6646,e,186,C
6647,d,68,C
6648,c,48,B
6649,e,168,C
6650,e,69,B
6651,e,89,A
6652,b,86,B
6653,c,110,A
6654,b,157,B
6655,a,188,C
6656,d,91,B
6657,d,8,A
6658,e,161,B
6659,c,90,B
6660,c,179,C
6661,b,62,C
6662,c,12,A
6663,b,176,B
6664,e,80,B
6665,a,140,C
6666,a,91,B
6667,b,132,C
6668,c,104,C
6669,d,105,C
6670,b,33,B
6671,e,136,A
6672,e,53,C
6673,a,68,A
6674,e,104,A
6675,d,38,C
6676,b,166,C
6677,b,110,B
6678,b,191,A
6679,c,113,B
6680,c,61,A
6681,b,63,B
6682,b,99,A
6683,a,180,B
6684,e,68,B
6685,c,149,C
6686,d,88,B
6687,b,41,C
6688,d,10,A
6689,a,121,C
6690,a,192,B
6691,c,106,C
6692,b,130,C
6693,a,9,C
6694,b,145,C
6695,a,42,A
6696,a,144,A
6697,d,50,B
6698,b,10,B
6699,e,199,C
6700,e,10,A
6701,d,68,B
6702,a,105,A
6703,a,68,C
6704,c,199,C
6705,d,93,C
6706,b,2,B
6707,e,16,C
6708,b,176,C
6709,d,88,C
6710,c,88,A
6711,b,84,C
6712,e,98,B
6713,e,145,A
6714,c,127,B
6715,a,88,A
6716,c,70,B
6717,d,134,A
6718,c,87,C
6719,e,64,A
6720,c,185,A
6721,b,160,C
6722,d,2,B
6723,b,170,C
6724,e,114,C
6725,d,74,A
6726,c,39,A
6727,a,85,A
6728,e,133,B
6729,e,97,A
6730,d,5,B
6731,c,157,B
6732,d,75,B
6733,b,134,C
6734,e,177,A
6735,d,24,C
6736,c,48,C
6737,b,5,A
6738,b,99,C
6739,e,25,C
6740,b,116,C
6741,e,89,A
6742,b,98,C
6743,c,2,B
6744,b,175,B
6745,a,132,B
6746,b,14,A
6747,d,104,B
6748,e,117,B
6749,a,159,A
6750,c,62,B
6751,c,195,B
6752,c,192,B
6753,b,101,C
6754,a,72,B
6755,a,20,B
6756,d,5,C
6757,d,98,B
6758,b,85,B
6759,d,52,B
6760,a,183,B
6761,d,73,B
6762,c,198,B
6763,a,108,B
6764,a,117,B
6765,a,130,C
6766,e,113,A
6767,b,166,C
6768,c,133,B
6769,c,51,A
6770,b,170,C
6771,c,89,C
6772,e,70,C
6773,e,26,B
6774,a,125,C
6775,c,83,A
6776,e,52,C
6777,c,184,B
6778,a,133,A
6779,a,87,C
6780,c,164,A
6781,d,186,B
6782,c,165,C
6783,b,182,C
6784,b,25,A
6785,b,41,C
6786,d,6,B
6787,b,10,B
6788,c,134,A
6789,d,3,A
6790,b,192,A
6791,e,119,B
6792,b,185,C
6793,a,135,A
6794,e,193,A
6795,e,92,A
6796,d,190,A
6797,b,197,C
6798,d,119,C
6799,e,60,B
6800,e,57,C
6801,c,72,B
6802,d,187,A
6803,a,88,B
6804,a,113,A
6805,a,11,B
6806,b,20,A
6807,c,184,B
6808,b,86,A
6809,c,14,C
6810,d,102,B
6811,d,122,B
6812,a,16,A
6813,d,185,A
6814,d,103,C
6815,c,65,A
6816,d,54,C
6817,b,164,A
6818,b,131,B
6819,a,94,C
6820,c,16,C
6821,a,140,B
6822,c,8,B
6823,d,21,A
6824,b,153,C
6825,a,158,B
6826,d,90,C
6827,d,163,A
6828,a,29,A
6829,d,24,C
6830,a,157,B
6831,c,80,A
6832,e,103,A
6833,c,119,A
6834,c,191,C
6835,c,193,A
6836,d,2,B
6837,a,6,A
6838,c,189,B
6839,e,155,B
6840,d,50,C
6841,e,180,B
6842,c,70,B
6843,a,158,C
6844,b,46,C
6845,b,196,C
6846,c,98,A
6847,e,118,C
6848,a,74,C
6849,a,37,A
6850,b,68,B
6851,c,143,B
6852,d,149,B
6853,a,168,B
6854,b,5,A
6855,c,18,A
6856,a,17,B
6857,b,67,A
6858,a,9,A
6859,a,188,C
6860,b,195,C
6861,b,181,B
6862,c,71,B
6863,d,136,B
6864,d,151,A
6865,b,4,A
6866,a,30,A
6867,a,19,B
6868,d,53,B
6869,d,85,B
6870,c,123,B
6871,c,116,A
6872,c,135,C
6873,e,57,B
6874,a,169,C
6875,e,118,A
6876,a,14,A
6877,c,149,B
6878,d,140,C
6879,d,73,B
6880,e,134,A
6881,e,147,B
6882,b,178,B
6883,a,131,A
6884,e,120,C
6885,d,186,C
6886,e,108,B
6887,b,171,B
6888,d,62,B
6889,a,26,C
6890,e,183,B
6891,c,169,C
6892,a,24,B
6893,a,21,B
6894,b,182,A
6895,b,196,C
6896,b,45,B
6897,b,62,A
6898,a,154,A
6899,a,126,B
6900,d,189,B
6901,d,69,A
6902,a,44,C
6903,c,28,B
6904,b,147,A
6905,c,60,A
6906,d,5,C
6907,a,53,C
6908,b,166,A
6909,a,151,C
6910,c,53,B
6911,b,14,C
6912,e,101,B
6913,a,187,A
6914,c,124,C
6915,e,54,B
6916,b,60,B
6917,e,144,B
6918,d,55,A
6919,b,80,A
6920,d,78,B
6921,d,185,B
6922,b,43,B
6923,d,166,A
6924,d,79,A
6925,e,41,B
6926,b,40,B
6927,e,100,B
6928,d,43,C
6929,d,55,C
6930,e,24,A
6931,a,82,B
6932,b,180,B
6933,d,194,A
6934,d,120,B
6935,b,179,C
6936,e,17,A
6937,e,175,A
6938,d,38,B
6939,b,18,C
6940,d,89,C
6941,b,175,A
6942,c,147,C
6943,d,29,B
6944,b,45,C
6945,e,87,A
6946,a,143,B
6947,b,27,B
6948,b,8,C
6949,a,190,A
6950,a,40,C
6951,d,61,A
6952,b,200,C
6953,b,1,B
6954,a,78,C
6955,d,199,C
6956,e,35,B
6957,c,105,B
6958,e,199,C
6959,a,15,C
6960,d,182,B
6961,d,74,B
6962,d,52,A
6963,b,87,A
6964,c,155,C
6965,b,48,C
6966,c,98,B
6967,b,96,B
6968,d,190,B
6969,d,66,B
6970,a,18,B
6971,e,159,C
6972,d,160,B
6973,b,55,B
6974,a,59,C
6975,e,41,C
6976,b,103,B
6977,e,180,B
6978,d,102,A
6979,c,55,A
6980,a,177,C
6981,b,131,A
6982,a,103,B
6983,c,48,A
6984,c,60,B
6985,d,18,B
6986,b,30,B
6987,b,189,B
6988,b,82,C
6989,a,80,C
6990,b,176,A
6991,e,118,A
6992,d,9,C
6993,a,6,C
6994,d,154,A
6995,e,182,C
6996,e,44,A
6997,a,161,C
6998,a,41,B
6999,b,128,C
7000,d,199,A
7001,b,112,C
7002,d,63,B
7003,a,73,C
7004,a,22,B
7005,e,12,C
7006,a,167,C
7007,e,56,A
7008,c,172,C
7009,e,105,C
7010,e,40,A
7011,c,48,B
7012,e,35,A
7013,d,196,C
7014,a,99,A
7015,a,44,A
7016,c,88,B
7017,c,38,C
7018,b,34,C
7019,a,114,B
7020,a,53,B
7021,c,127,A
7022,e,102,B
7023,e,139,A
7024,d,135,B
7025,e,2,C
7026,b,184,B
7027,c,27,B
7028,e,124,C
7029,a,200,C
7030,d,5,A
7031,d,187,A
7032,e,153,A
7033,b,1,A
7034,b,132,A
7035,e,96,B
7036,b,31,C
7037,c,58,A
7038,a,182,A
7039,b,192,C
7040,b,46,C
7041,a,141,B
7042,d,186,C
7043,d,117,B
7044,b,94,C
7045,a,169,B
7046,c,190,B
7047,b,127,A
7048,d,136,B
7049,c,189,A
7050,a,67,B
7051,d,4,C
7052,b,163,B
7053,b,162,A
7054,b,197,C
7055,c,58,B
7056,b,137,C
7057,a,196,C
7058,a,19,C
7059,b,200,B
7060,b,160,B
7061,b,96,A
7062,e,28,A
7063,b,14,C
7064,a,6,A
7065,c,194,A
7066,b,105,B
7067,d,200,A
7068,a,2,C
7069,c,179,A
7070,a,2,C
7071,e,183,B
7072,c,55,B
7073,a,17,C
7074,e,71,A
7075,a,192,C
7076,a,67,C
7077,c,149,B
7078,c,106,A
7079,c,19,A
7080,e,29,C
7081,e,177,B
7082,c,138,C
7083,c,104,C
7084,b,37,A
7085,a,128,B
7086,e,78,A
7087,b,25,A
7088,b,166,A
7089,b,20,A
7090,e,173,B
7091,b,83,B
7092,c,106,C
7093,c,143,B
7094,b,115,A
7095,d,77,C
7096,c,167,A
7097,a,137,B
7098,b,193,C
7099,e,21,A
7100,b,95,B
7101,c,84,C
7102,e,180,A
7103,e,175,B
7104,b,1,C
7105,e,144,C
7106,a,82,A
7107,e,8,C
7108,d,124,A
7109,a,94,A
7110,a,96,C
7111,b,66,B
7112,a,70,C
7113,a,166,A
7114,c,58,B
7115,e,17,B
7116,a,107,A
7117,a,26,B
7118,d,127,B
7119,a,29,B
7120,c,114,C
7121,c,198,B
7122,a,5,C
7123,b,79,A
7124,b,69,C
7125,d,148,C
7126,a,60,B
7127,d,130,A
7128,a,141,B
7129,a,31,C
7130,a,49,A
7131,c,84,A
7132,a,195,A
7133,a,68,B
7134,c,120,B
7135,e,57,A
7136,e,113,A
7137,a,75,C
7138,d,23,B
7139,c,5,A
7140,b,52,C
7141,c,131,A
7142,c,53,B
7143,e,181,C
7144,d,151,A
7145,c,110,A
7146,c,92,B
7147,c,195,C
7148,b,98,C
7149,b,1,C
7150,b,138,A
7151,e,46,B
7152,a,98,B
7153,c,105,C
7154,e,53,A
7155,c,147,B
7156,a,192,B
7157,d,168,B
7158,b,39,A
7159,a,86,B
7160,d,192,C
7161,c,22,B
7162,b,173,C
7163,d,30,B
7164,b,88,B
7165,e,71,B
7166,d,107,C
7167,b,13,C
7168,d,125,A
7169,d,34,C
7170,c,15,A
7171,b,192,C
7172,b,196,A
7173,e,77,B
7174,e,103,A
7175,a,36,A
7176,b,148,A
7177,c,19,C
7178,e,85,C
7179,c,94,B
7180,d,3,A
7181,c,198,B
7182,e,42,A
7183,e,169,C
7184,e,128,B
7185,d,53,B
7186,c,101,A
7187,d,139,B
7188,e,167,A
7189,e,88,C
7190,c,44,A
7191,e,100,C
7192,b,92,B
7193,c,140,A
7194,a,55,C
7195,e,30,A
7196,c,160,C
7197,c,196,A
7198,d,28,C
7199,e,67,C
7200,a,46,B
7201,c,90,C
7202,d,104,B
7203,e,161,A
7204,d,5,B
7205,e,39,A
7206,b,63,A
7207,c,114,A
7208,a,66,C
7209,c,109,A
7210,e,160,A
7211,c,82,B
7212,c,74,A
7213,c,85,C
7214,b,2,C
7215,b,59,B
7216,a,43,C
7217,b,42,C
7218,e,100,A
7219,c,66,B
7220,e,141,B
7221,e,49,C
7222,c,115,A
7223,e,120,B
7224,e,108,C
7225,b,50,C
7226,a,155,B
7227,a,96,C
7228,a,127,C
7229,b,49,A
7230,c,173,A
7231,d,27,A
7232,d,42,C
7233,a,27,C
7234,c,84,C
7235,a,152,C
7236,d,108,C
7237,b,76,A
7238,b,113,C
7239,c,180,A
7240,c,140,C
7241,d,128,C
7242,c,96,A
7243,d,21,A
7244,a,57,C
7245,b,56,C
7246,e,29,A
7247,b,154,C
7248,c,39,A
7249,b,18,B
7250,e,37,B
7251,d,69,B
7252,e,116,C
7253,b,163,B
7254,d,190,C
7255,d,122,C
7256,c,140,A
7257,c,143,A
7258,a,83,C
7259,b,127,B
7260,e,194,C
7261,e,109,C
7262,a,75,C
7263,c,116,B
7264,e,73,C
7265,d,41,C
7266,b,200,A
7267,b,63,B
7268,e,27,B
7269,a,69,B
7270,e,165,C
7271,c,176,C
7272,c,98,B
7273,b,33,C
7274,d,169,A
7275,e,25,A
7276,a,28,B
7277,a,73,C
7278,d,113,C
7279,d,95,C
7280,c,12,B
7281,c,188,A
7282,c,63,A
7283,b,31,B
7284,b,167,C
7285,c,137,A
7286,e,88,A
7287,c,97,C
7288,b,145,C
7289,c,78,B
7290,b,52,B
7291,e,65,C
7292,d,155,A
7293,b,24,C
7294,e,67,A
7295,e,117,B
7296,c,17,C
7297,b,67,A
7298,a,28,B
7299,d,85,B
7300,e,113,B
7301,a,128,C
7302,b,35,B
7303,a,65,A
7304,d,15,C
7305,a,177,A
7306,d,135,B
7307,e,74,A
7308,a,121,A
7309,c,181,B
7310,d,2,B
7311,b,27,B
7312,a,177,C
7313,d,187,C
7314,a,67,A
7315,e,68,C
7316,e,110,A
7317,a,68,A
7318,d,147,B
7319,d,131,B
7320,a,43,A
7321,a,193,C
7322,e,126,A
7323,b,180,C
7324,e,161,A
7325,e,7,B
7326,d,34,A
7327,b,53,A
7328,e,34,C
7329,b,1,C
7330,e,100,B
7331,c,28,B
7332,b,61,C
7333,c,65,A
7334,b,53,A
7335,b,159,A
7336,c,3,C
7337,e,79,A
7338,a,5,C
7339,b,82,C
7340,b,123,A
7341,a,85,B
7342,b,82,C
7343,a,64,A
7344,a,126,A
7345,a,156,A
7346,c,69,C
7347,d,104,A
7348,e,82,C
7349,a,1,B
7350,e,27,B
7351,c,149,C
7352,e,175,C
7353,c,61,B
7354,e,43,C
7355,a,123,A
7356,d,122,B
7357,b,180,A
7358,c,80,C
7359,d,165,B
7360,e,76,B
7361,c,169,B
7362,e,59,A
7363,c,28,C
7364,e,186,A
7365,b,166,A
7366,d,177,C
7367,b,58,C
7368,b,162,B
7369,c,184,A
7370,e,198,B
7371,d,5,A
7372,d,69,B
7373,b,78,B
7374,b,197,C
7375,b,100,C
7376,b,129,C
7377,b,49,B
7378,a,184,B
7379,e,19,C
7380,c,116,A
7381,a,154,C
7382,d,55,B
7383,b,150,B
7384,d,31,C
7385,c,134,C
7386,a,196,C
7387,b,59,A
7388,c,28,B
7389,c,198,A
7390,e,152,B
7391,a,76,B
7392,e,155,B
7393,c,4,A
7394,e,143,C
7395,c,42,C
7396,a,187,C
7397,d,50,C
7398,d,49,A
7399,b,84,B
7400,d,166,B
7401,b,23,C
7402,d,94,C
7403,d,62,A
7404,b,122,B
7405,b,161,B
7406,b,112,B
7407,b,188,B
7408,c,26,B
7409,a,144,C
7410,c,39,C
7411,a,6,C
7412,d,98,A
7413,a,153,B
7414,d,170,C
7415,a,25,A
7416,a,84,C
7417,d,131,C
7418,b,164,A
7419,c,136,C
7420,a,195,C
7421,e,95,B
7422,b,163,C
7423,e,70,B
7424,d,43,C
7425,d,92,C
7426,b,97,B
7427,d,129,C
