mpg,cylinders,displacement,horsepower,weight,acceleration,model_year,origin,car_name
29.8,4,134,90,2711,15.5,80,"""C3""","""toyota corona liftback"""
16,8,400,180,4220,11.1,77,"""C1""","""pontiac grand prix lj"""
14,8,302,137,4042,14.5,73,"""C1""","""ford gran torino"""
13,8,350,165,4274,12,72,"""C1""","""chevrolet impala"""
29.9,4,98,65,2380,20.7,81,"""C1""","""ford escort 2h"""
19.2,6,231,105,3535,19.2,78,"""C1""","""pontiac phoenix lj"""
17.6,8,302,129,3725,13.4,79,"""C1""","""ford ltd landau"""
32.1,4,98,70,2120,15.5,80,"""C1""","""chevrolet chevette"""
24,4,113,95,2372,15,70,"""C3""","""toyota corona mark ii"""
22,6,250,105,3353,14.5,76,"""C1""","""chevrolet nova"""
32,4,91,67,1965,15.7,82,"""C3""","""honda civic (auto)"""
28,4,151,90,2678,16.5,80,"""C1""","""chevrolet citation"""
33.7,4,107,75,2210,14.4,81,"""C3""","""honda prelude"""
21.6,4,121,115,2795,15.7,78,"""C2""","""saab 99gle"""
31,4,91,68,1970,17.6,82,"""C3""","""mazda glc custom"""
24,4,119,97,2545,17,75,"""C3""","""datsun 710"""
25,4,113,95,2228,14,71,"""C3""","""toyota corona"""
14,8,318,150,4096,13,71,"""C1""","""plymouth fury iii"""
16,6,250,105,3897,18.5,75,"""C1""","""chevroelt chevelle malibu"""
28.4,4,151,90,2670,16,79,"""C1""","""buick skylark limited"""
31,4,71,65,1773,19,71,"""C3""","""toyota corolla 1200"""
31,4,71,65,1773,19,71,"""C3""","""toyota corolla 1200"""
18,6,225,105,3121,16.5,73,"""C1""","""plymouth valiant"""
20,6,232,100,2914,16,75,"""C1""","""amc gremlin"""
14,8,351,153,4129,13,72,"""C1""","""ford galaxie 500"""
33,4,91,53,1795,17.4,76,"""C3""","""honda civic"""
34.1,4,91,68,1985,16,81,"""C3""","""mazda glc 4"""
30.9,4,105,75,2230,14.5,78,"""C1""","""dodge omni"""
17.6,8,302,129,3725,13.4,79,"""C1""","""ford ltd landau"""
14,8,455,225,3086,10,70,"""C1""","""buick estate wagon (sw)"""
25.5,4,122,96,2300,15.5,77,"""C1""","""plymouth arrow gs"""
34.3,4,97,78,2188,15.8,80,"""C2""","""audi 4000"""
19,6,232,100,2901,16,74,"""C1""","""amc hornet"""
20.3,5,131,103,2830,15.9,78,"""C2""","""audi 5000"""
24,4,90,75,2108,15.5,74,"""C2""","""fiat 128"""
28,4,112,88,2605,19.6,82,"""C1""","""chevrolet cavalier"""
18.1,8,302,139,3205,11.2,78,"""C1""","""ford futura"""
20.2,6,232,90,3265,18.2,79,"""C1""","""amc concord dl 6"""
23.9,4,119,97,2405,14.9,78,"""C3""","""datsun 200-sx"""
34.7,4,105,63,2215,14.9,81,"""C1""","""plymouth horizon 4"""
28,4,140,90,2264,15.5,71,"""C1""","""chevrolet vega 2300"""
25,4,104,95,2375,17.5,70,"""C2""","""saab 99e"""
13,8,318,150,3755,14,76,"""C1""","""dodge d100"""
29,4,98,83,2219,16.5,74,"""C2""","""audi fox"""
37,4,91,68,2025,18.2,82,"""C3""","""mazda glc custom l"""
25,4,90,71,2223,16.5,75,"""C2""","""volkswagen dasher"""
35.7,4,98,80,1915,14.4,79,"""C1""","""dodge colt hatchback custom"""
19,6,156,108,2930,15.5,76,"""C3""","""toyota mark ii"""
28.1,4,141,80,3230,20.4,81,"""C2""","""peugeot 505s turbo diesel"""
20,4,114,91,2582,14,73,"""C2""","""audi 100ls"""
14,8,455,225,3086,10,70,"""C1""","""buick estate wagon (sw)"""
23.9,4,119,97,2405,14.9,78,"""C3""","""datsun 200-sx"""
27,4,101,83,2202,15.3,76,"""C2""","""renault 12tl"""
19,4,121,112,2868,15.5,73,"""C2""","""volvo 144ea"""
24.5,4,151,88,2740,16,77,"""C1""","""pontiac sunbird coupe"""
14,8,318,150,4237,14.5,73,"""C1""","""plymouth fury gran sedan"""
27.5,4,134,95,2560,14.2,78,"""C3""","""toyota corona"""
17.6,8,302,129,3725,13.4,79,"""C1""","""ford ltd landau"""
20.2,6,200,88,3060,17.1,81,"""C1""","""ford granada gl"""
25.4,6,168,116,2900,12.6,81,"""C3""","""toyota cressida"""
24.5,4,151,88,2740,16,77,"""C1""","""pontiac sunbird coupe"""
16.9,8,350,155,4360,14.9,79,"""C1""","""buick estate wagon (sw)"""
29,4,90,70,1937,14.2,76,"""C2""","""vw rabbit"""
24,4,119,97,2545,17,75,"""C3""","""datsun 710"""
24,4,121,110,2660,14,73,"""C2""","""saab 99le"""
17.5,8,305,140,4215,13,76,"""C1""","""chevrolet chevelle malibu classic"""
44.3,4,90,48,2085,21.7,80,"""C2""","""vw rabbit c (diesel)"""
25,4,104,95,2375,17.5,70,"""C2""","""saab 99e"""
19,6,232,100,2901,16,74,"""C1""","""amc hornet"""
15.5,8,400,190,4325,12.2,77,"""C1""","""chrysler cordoba"""
30.7,6,145,76,3160,19.6,81,"""C2""","""volvo diesel"""
28,4,98,80,2164,15,72,"""C1""","""dodge colt (sw)"""
33,4,91,53,1795,17.5,75,"""C3""","""honda civic cvcc"""
28,4,90,75,2125,14.5,74,"""C1""","""dodge colt"""
23.7,3,70,100,2420,12.5,80,"""C3""","""mazda rx-7 gs"""
20.3,5,131,103,2830,15.9,78,"""C2""","""audi 5000"""
19,4,121,112,2868,15.5,73,"""C2""","""volvo 144ea"""
29.8,4,89,62,1845,15.3,80,"""C2""","""vokswagen rabbit"""
28,4,151,90,2678,16.5,80,"""C1""","""chevrolet citation"""
22,6,146,97,2815,14.5,77,"""C3""","""datsun 810"""
20.3,5,131,103,2830,15.9,78,"""C2""","""audi 5000"""
13,8,440,215,4735,11,73,"""C1""","""chrysler new yorker brougham"""
22.4,6,231,110,3415,15.8,81,"""C1""","""buick century"""
14,8,318,150,4237,14.5,73,"""C1""","""plymouth fury gran sedan"""
37.7,4,89,62,2050,17.3,81,"""C3""","""toyota tercel"""
33,4,91,53,1795,17.4,76,"""C3""","""honda civic"""
28.4,4,151,90,2670,16,79,"""C1""","""buick skylark limited"""
29.8,4,134,90,2711,15.5,80,"""C3""","""toyota corona liftback"""
26,4,97,75,2265,18.2,77,"""C3""","""toyota corolla liftback"""
26,4,122,80,2451,16.5,74,"""C1""","""ford pinto"""
37,4,91,68,2025,18.2,82,"""C3""","""mazda glc custom l"""
34.1,4,91,68,1985,16,81,"""C3""","""mazda glc 4"""
17,6,231,110,3907,21,75,"""C1""","""buick century"""
26,4,122,80,2451,16.5,74,"""C1""","""ford pinto"""
30,4,146,67,3250,21.8,80,"""C2""","""mercedes-benz 240d"""
29.8,4,89,62,1845,15.3,80,"""C2""","""vokswagen rabbit"""
23.2,4,156,105,2745,16.7,78,"""C1""","""plymouth sapporo"""
31,4,119,82,2720,19.4,82,"""C1""","""chevy s-10"""
29.5,4,97,71,1825,12.2,76,"""C2""","""volkswagen rabbit"""
23.9,4,119,97,2405,14.9,78,"""C3""","""datsun 200-sx"""
20,4,130,102,3150,15.7,76,"""C2""","""volvo 245"""
14,8,318,150,4237,14.5,73,"""C1""","""plymouth fury gran sedan"""
25.4,5,183,77,3530,20.1,79,"""C2""","""mercedes benz 300d"""
24,4,113,95,2372,15,70,"""C3""","""toyota corona mark ii"""
25,6,181,110,2945,16.4,82,"""C1""","""buick century limited"""
34.1,4,91,68,1985,16,81,"""C3""","""mazda glc 4"""
29.9,4,98,65,2380,20.7,81,"""C1""","""ford escort 2h"""
23.9,4,119,97,2405,14.9,78,"""C3""","""datsun 200-sx"""
32,4,85,70,1990,17,76,"""C3""","""datsun b-210"""
13,8,302,129,3169,12,75,"""C1""","""ford mustang ii"""
18,6,250,88,3139,14.5,71,"""C1""","""ford mustang"""
21,6,199,90,2648,15,70,"""C1""","""amc gremlin"""
28,4,151,90,2678,16.5,80,"""C1""","""chevrolet citation"""
21,6,231,110,3039,15,75,"""C1""","""buick skyhawk"""
23.9,4,119,97,2405,14.9,78,"""C3""","""datsun 200-sx"""
29,4,90,70,1937,14.2,76,"""C2""","""vw rabbit"""
14,8,304,150,4257,15.5,74,"""C1""","""amc matador (sw)"""
21,4,122,86,2226,16.5,72,"""C1""","""ford pinto runabout"""
21.5,3,80,110,2720,13.5,77,"""C3""","""mazda rx-4"""
37,4,85,65,1975,19.4,81,"""C3""","""datsun 210 mpg"""
20.5,6,231,105,3425,16.9,77,"""C1""","""buick skylark"""
26,4,121,113,2234,12.5,70,"""C2""","""bmw 2002"""
35.7,4,98,80,1915,14.4,79,"""C1""","""dodge colt hatchback custom"""
30,4,88,76,2065,14.5,71,"""C2""","""fiat 124b"""
18,6,250,78,3574,21,76,"""C1""","""ford granada ghia"""
13,8,318,150,3940,13.2,76,"""C1""","""plymouth volare premier v8"""
14,8,455,225,4425,10,70,"""C1""","""pontiac catalina"""
30,4,146,67,3250,21.8,80,"""C2""","""mercedes-benz 240d"""
23.2,4,156,105,2745,16.7,78,"""C1""","""plymouth sapporo"""
32.7,6,168,132,2910,11.4,80,"""C3""","""datsun 280-zx"""
28,4,151,90,2678,16.5,80,"""C1""","""chevrolet citation"""
19.2,6,231,105,3535,19.2,78,"""C1""","""pontiac phoenix lj"""
20,8,262,110,3221,13.5,75,"""C1""","""chevrolet monza 2+2"""
38,4,105,63,2125,14.7,82,"""C1""","""plymouth horizon miser"""
30.9,4,105,75,2230,14.5,78,"""C1""","""dodge omni"""
13,8,350,145,3988,13,73,"""C1""","""chevrolet malibu"""
29,4,90,70,1937,14,75,"""C2""","""volkswagen rabbit"""
24.3,4,151,90,3003,20.1,80,"""C1""","""amc concord"""
25,4,113,95,2228,14,71,"""C3""","""toyota corona"""
24,4,140,92,2865,16.4,82,"""C1""","""ford fairmont futura"""
16,8,302,140,4141,14,74,"""C1""","""ford gran torino"""
19,4,121,112,2868,15.5,73,"""C2""","""volvo 144ea"""
34.4,4,98,65,2045,16.2,81,"""C1""","""ford escort 4w"""
23.7,3,70,100,2420,12.5,80,"""C3""","""mazda rx-7 gs"""
18,3,70,90,2124,13.5,73,"""C3""","""maxda rx3"""
31,4,119,82,2720,19.4,82,"""C1""","""chevy s-10"""
21.1,4,134,95,2515,14.8,78,"""C3""","""toyota celica gt liftback"""
30,4,146,67,3250,21.8,80,"""C2""","""mercedes-benz 240d"""
30,4,146,67,3250,21.8,80,"""C2""","""mercedes-benz 240d"""
16,8,318,150,4190,13,76,"""C1""","""dodge coronet brougham"""
15.5,8,350,170,4165,11.4,77,"""C1""","""chevrolet monte carlo landau"""
12,8,350,180,4499,12.5,73,"""C1""","""oldsmobile vista cruiser"""
24,4,121,110,2660,14,73,"""C2""","""saab 99le"""
37,4,85,65,1975,19.4,81,"""C3""","""datsun 210 mpg"""
21.1,4,134,95,2515,14.8,78,"""C3""","""toyota celica gt liftback"""
29.9,4,98,65,2380,20.7,81,"""C1""","""ford escort 2h"""
21,4,120,87,2979,19.5,72,"""C2""","""peugeot 504 (sw)"""
23,4,122,86,2220,14,71,"""C1""","""mercury capri 2000"""
29.9,4,98,65,2380,20.7,81,"""C1""","""ford escort 2h"""
29,4,90,70,1937,14.2,76,"""C2""","""vw rabbit"""
19,4,121,112,2868,15.5,73,"""C2""","""volvo 144ea"""
26,4,108,93,2391,15.5,74,"""C3""","""subaru"""
30.5,4,97,78,2190,14.1,77,"""C2""","""volkswagen dasher"""
22,4,121,98,2945,14.5,75,"""C2""","""volvo 244dl"""
23.9,4,119,97,2405,14.9,78,"""C3""","""datsun 200-sx"""
35.7,4,98,80,1915,14.4,79,"""C1""","""dodge colt hatchback custom"""
19,4,121,112,2868,15.5,73,"""C2""","""volvo 144ea"""
30,4,79,70,2074,19.5,71,"""C2""","""peugeot 304"""
20.2,6,200,88,3060,17.1,81,"""C1""","""ford granada gl"""
29,4,135,84,2525,16,82,"""C1""","""dodge aries se"""
30.9,4,105,75,2230,14.5,78,"""C1""","""dodge omni"""
38,4,91,67,1995,16.2,82,"""C3""","""datsun 310 gx"""
18,8,318,150,3436,11,70,"""C1""","""plymouth satellite"""
16.5,6,168,120,3820,16.7,76,"""C2""","""mercedes-benz 280s"""
20.2,6,200,88,3060,17.1,81,"""C1""","""ford granada gl"""
32.2,4,108,75,2265,15.2,80,"""C3""","""toyota corolla"""
24,4,90,75,2108,15.5,74,"""C2""","""fiat 128"""
28.1,4,141,80,3230,20.4,81,"""C2""","""peugeot 505s turbo diesel"""
23.9,4,119,97,2405,14.9,78,"""C3""","""datsun 200-sx"""
37,4,85,65,1975,19.4,81,"""C3""","""datsun 210 mpg"""
18.1,6,258,120,3410,15.1,78,"""C1""","""amc concord d/l"""
37,4,91,68,2025,18.2,82,"""C3""","""mazda glc custom l"""
20,4,130,102,3150,15.7,76,"""C2""","""volvo 245"""
25,6,181,110,2945,16.4,82,"""C1""","""buick century limited"""
16.9,8,350,155,4360,14.9,79,"""C1""","""buick estate wagon (sw)"""
14,8,400,175,4464,11.5,71,"""C1""","""pontiac catalina brougham"""
39.4,4,85,70,2070,18.6,78,"""C3""","""datsun b210 gx"""
27.4,4,121,80,2670,15,79,"""C1""","""amc spirit dl"""
29,4,90,70,1937,14.2,76,"""C2""","""vw rabbit"""
43.1,4,90,48,1985,21.5,78,"""C2""","""volkswagen rabbit custom diesel"""
15.5,8,304,120,3962,13.9,76,"""C1""","""amc matador"""
15,8,318,150,3399,11,73,"""C1""","""dodge dart custom"""
20.2,6,200,88,3060,17.1,81,"""C1""","""ford granada gl"""
23.7,3,70,100,2420,12.5,80,"""C3""","""mazda rx-7 gs"""
20,6,198,95,3102,16.5,74,"""C1""","""plymouth duster"""
15.5,8,350,170,4165,11.4,77,"""C1""","""chevrolet monte carlo landau"""
36,4,107,75,2205,14.5,82,"""C3""","""honda accord"""
16,8,400,230,4278,9.5,73,"""C1""","""pontiac grand prix"""
26,4,121,113,2234,12.5,70,"""C2""","""bmw 2002"""
31,4,71,65,1773,19,71,"""C3""","""toyota corolla 1200"""
23.2,4,156,105,2745,16.7,78,"""C1""","""plymouth sapporo"""
17,6,231,110,3907,21,75,"""C1""","""buick century"""
26.4,4,140,88,2870,18.1,80,"""C1""","""ford fairmont"""
20.6,6,231,105,3380,15.8,78,"""C1""","""buick century special"""
29,4,90,70,1937,14.2,76,"""C2""","""vw rabbit"""
15,8,350,145,4440,14,75,"""C1""","""chevrolet bel air"""
32.2,4,108,75,2265,15.2,80,"""C3""","""toyota corolla"""
30.9,4,105,75,2230,14.5,78,"""C1""","""dodge omni"""
14,8,318,150,4096,13,71,"""C1""","""plymouth fury iii"""
19,6,232,100,2901,16,74,"""C1""","""amc hornet"""
28.8,6,173,115,2595,11.3,79,"""C1""","""chevrolet citation"""
16,8,400,230,4278,9.5,73,"""C1""","""pontiac grand prix"""
15.5,8,350,170,4165,11.4,77,"""C1""","""chevrolet monte carlo landau"""
38,4,105,63,2125,14.7,82,"""C1""","""plymouth horizon miser"""
16.9,8,350,155,4360,14.9,79,"""C1""","""buick estate wagon (sw)"""
25,4,90,71,2223,16.5,75,"""C2""","""volkswagen dasher"""
19,6,225,95,3264,16,75,"""C1""","""plymouth valiant custom"""
37,4,85,65,1975,19.4,81,"""C3""","""datsun 210 mpg"""
36.1,4,98,66,1800,14.4,78,"""C1""","""ford fiesta"""
19.1,6,225,90,3381,18.7,80,"""C1""","""dodge aspen"""
14,8,351,153,4129,13,72,"""C1""","""ford galaxie 500"""
24,6,200,81,3012,17.6,76,"""C1""","""ford maverick"""
26.5,4,140,72,2565,13.6,76,"""C1""","""ford pinto"""
33.7,4,107,75,2210,14.4,81,"""C3""","""honda prelude"""
24,4,113,95,2372,15,70,"""C3""","""toyota corona mark ii"""
17,6,231,110,3907,21,75,"""C1""","""buick century"""
31,4,71,65,1773,19,71,"""C3""","""toyota corolla 1200"""
28,4,140,90,2264,15.5,71,"""C1""","""chevrolet vega 2300"""
14,8,340,160,3609,8,70,"""C1""","""plymouth 'cuda 340"""
28,4,140,90,2264,15.5,71,"""C1""","""chevrolet vega 2300"""
11,8,318,210,4382,13.5,70,"""C1""","""dodge d200"""
14,8,351,153,4129,13,72,"""C1""","""ford galaxie 500"""
21.6,4,121,115,2795,15.7,78,"""C2""","""saab 99gle"""
17,6,231,110,3907,21,75,"""C1""","""buick century"""
26.5,4,140,72,2565,13.6,76,"""C1""","""ford pinto"""
16,6,258,110,3632,18,74,"""C1""","""amc matador"""
28,4,97,92,2288,17,72,"""C3""","""datsun 510 (sw)"""
28,4,140,90,2264,15.5,71,"""C1""","""chevrolet vega 2300"""
31,4,79,67,1950,19,74,"""C3""","""datsun b210"""
31.5,4,89,71,1990,14.9,78,"""C2""","""volkswagen scirocco"""
38,4,91,67,1995,16.2,82,"""C3""","""datsun 310 gx"""
25,4,90,71,2223,16.5,75,"""C2""","""volkswagen dasher"""
33,4,91,53,1795,17.5,75,"""C3""","""honda civic cvcc"""
30,4,146,67,3250,21.8,80,"""C2""","""mercedes-benz 240d"""
36,4,120,88,2160,14.5,82,"""C3""","""nissan stanza xe"""
29.9,4,98,65,2380,20.7,81,"""C1""","""ford escort 2h"""
27,4,101,83,2202,15.3,76,"""C2""","""renault 12tl"""
25,4,140,92,2572,14.9,76,"""C1""","""capri ii"""
24,4,113,95,2372,15,70,"""C3""","""toyota corona mark ii"""
17,6,231,110,3907,21,75,"""C1""","""buick century"""
37,4,91,68,2025,18.2,82,"""C3""","""mazda glc custom l"""
27,4,151,90,2950,17.3,82,"""C1""","""chevrolet camaro"""
14,8,318,150,4096,13,71,"""C1""","""plymouth fury iii"""
24,4,121,110,2660,14,73,"""C2""","""saab 99le"""
19,4,122,85,2310,18.5,73,"""C1""","""ford pinto"""
14,8,304,150,4257,15.5,74,"""C1""","""amc matador (sw)"""
24,4,120,97,2489,15,74,"""C3""","""honda civic"""
27.4,4,121,80,2670,15,79,"""C1""","""amc spirit dl"""
20.3,5,131,103,2830,15.9,78,"""C2""","""audi 5000"""
29.9,4,98,65,2380,20.7,81,"""C1""","""ford escort 2h"""
29.8,4,89,62,1845,15.3,80,"""C2""","""vokswagen rabbit"""
25,4,90,71,2223,16.5,75,"""C2""","""volkswagen dasher"""
14,8,302,140,4638,16,74,"""C1""","""ford gran torino (sw)"""
16.9,8,350,155,4360,14.9,79,"""C1""","""buick estate wagon (sw)"""
24,4,113,95,2372,15,70,"""C3""","""toyota corona mark ii"""
36,4,135,84,2370,13,82,"""C1""","""dodge charger 2.2"""
31.5,4,89,71,1990,14.9,78,"""C2""","""volkswagen scirocco"""
13,8,350,145,3988,13,73,"""C1""","""chevrolet malibu"""
21,6,200,85,2587,16,70,"""C1""","""ford maverick"""
14,8,351,148,4657,13.5,75,"""C1""","""ford ltd"""
23.7,3,70,100,2420,12.5,80,"""C3""","""mazda rx-7 gs"""
28,4,98,80,2164,15,72,"""C1""","""dodge colt (sw)"""
19,6,225,95,3264,16,75,"""C1""","""plymouth valiant custom"""
30,4,146,67,3250,21.8,80,"""C2""","""mercedes-benz 240d"""
17.5,8,305,140,4215,13,76,"""C1""","""chevrolet chevelle malibu classic"""
36,4,79,58,1825,18.6,77,"""C2""","""renault 5 gtl"""
32.1,4,98,70,2120,15.5,80,"""C1""","""chevrolet chevette"""
14,8,400,175,4464,11.5,71,"""C1""","""pontiac catalina brougham"""
31,4,112,85,2575,16.2,82,"""C1""","""pontiac j2000 se hatchback"""
15,8,429,198,4341,10,70,"""C1""","""ford galaxie 500"""
23,4,122,86,2220,14,71,"""C1""","""mercury capri 2000"""
29,4,90,70,1937,14.2,76,"""C2""","""vw rabbit"""
24,4,107,90,2430,14.5,70,"""C2""","""audi 100 ls"""
20.5,6,231,105,3425,16.9,77,"""C1""","""buick skylark"""
24.2,6,146,120,2930,13.8,81,"""C3""","""datsun 810 maxima"""
34.4,4,98,65,2045,16.2,81,"""C1""","""ford escort 4w"""
19.1,6,225,90,3381,18.7,80,"""C1""","""dodge aspen"""
18,4,121,112,2933,14.5,72,"""C2""","""volvo 145e (sw)"""
24,4,134,96,2702,13.5,75,"""C3""","""toyota corona"""
20,6,232,100,2914,16,75,"""C1""","""amc gremlin"""
14,8,351,148,4657,13.5,75,"""C1""","""ford ltd"""
16,6,258,110,3632,18,74,"""C1""","""amc matador"""
17,6,231,110,3907,21,75,"""C1""","""buick century"""
11,8,400,150,4997,14,73,"""C1""","""chevrolet impala"""
16,8,318,150,4190,13,76,"""C1""","""dodge coronet brougham"""
15,6,250,72,3432,21,75,"""C1""","""mercury monarch"""
30,4,79,70,2074,19.5,71,"""C2""","""peugeot 304"""
14,8,351,148,4657,13.5,75,"""C1""","""ford ltd"""
16,6,258,110,3632,18,74,"""C1""","""amc matador"""
20.2,6,200,88,3060,17.1,81,"""C1""","""ford granada gl"""
23.8,4,151,85,2855,17.6,78,"""C1""","""oldsmobile starfire sx"""
13,8,360,175,3821,11,73,"""C1""","""amc ambassador brougham"""
36.4,5,121,67,2950,19.9,80,"""C2""","""audi 5000s (diesel)"""
37,4,85,65,1975,19.4,81,"""C3""","""datsun 210 mpg"""
22,4,140,72,2408,19,71,"""C1""","""chevrolet vega (sw)"""
37,4,85,65,1975,19.4,81,"""C3""","""datsun 210 mpg"""
31,4,119,82,2720,19.4,82,"""C1""","""chevy s-10"""
24.5,4,151,88,2740,16,77,"""C1""","""pontiac sunbird coupe"""
15,8,350,145,4440,14,75,"""C1""","""chevrolet bel air"""
36,4,120,88,2160,14.5,82,"""C3""","""nissan stanza xe"""
30,4,146,67,3250,21.8,80,"""C2""","""mercedes-benz 240d"""
27,4,151,90,2950,17.3,82,"""C1""","""chevrolet camaro"""
15,8,429,198,4341,10,70,"""C1""","""ford galaxie 500"""
23,4,120,88,2957,17,75,"""C2""","""peugeot 504"""
15,8,350,145,4082,13,73,"""C1""","""chevrolet monte carlo s"""
23.9,8,260,90,3420,22.2,79,"""C1""","""oldsmobile cutlass salon brougham"""
17.5,8,305,140,4215,13,76,"""C1""","""chevrolet chevelle malibu classic"""
16,8,400,180,4220,11.1,77,"""C1""","""pontiac grand prix lj"""
36.4,5,121,67,2950,19.9,80,"""C2""","""audi 5000s (diesel)"""
33,4,105,74,2190,14.2,81,"""C2""","""volkswagen jetta"""
24,4,113,95,2372,15,70,"""C3""","""toyota corona mark ii"""
17,6,163,125,3140,13.6,78,"""C2""","""volvo 264gl"""
13,8,318,150,3755,14,76,"""C1""","""dodge d100"""
26,4,156,92,2585,14.5,82,"""C1""","""chrysler lebaron medallion"""
15.5,8,304,120,3962,13.9,76,"""C1""","""amc matador"""
16,6,250,105,3897,18.5,75,"""C1""","""chevroelt chevelle malibu"""
29,4,90,70,1937,14.2,76,"""C2""","""vw rabbit"""
14,8,351,153,4129,13,72,"""C1""","""ford galaxie 500"""
27.4,4,121,80,2670,15,79,"""C1""","""amc spirit dl"""
29,4,90,70,1937,14.2,76,"""C2""","""vw rabbit"""
37,4,119,92,2434,15,80,"""C3""","""datsun 510 hatchback"""
19,4,121,112,2868,15.5,73,"""C2""","""volvo 144ea"""
18,6,250,88,3139,14.5,71,"""C1""","""ford mustang"""
20.3,5,131,103,2830,15.9,78,"""C2""","""audi 5000"""
21,6,199,90,2648,15,70,"""C1""","""amc gremlin"""
25,4,121,115,2671,13.5,75,"""C2""","""saab 99le"""
23.9,4,119,97,2405,14.9,78,"""C3""","""datsun 200-sx"""
15.5,8,350,170,4165,11.4,77,"""C1""","""chevrolet monte carlo landau"""
24.2,6,146,120,2930,13.8,81,"""C3""","""datsun 810 maxima"""
28,4,107,86,2464,15.5,76,"""C2""","""fiat 131"""
20,4,130,102,3150,15.7,76,"""C2""","""volvo 245"""
14,8,351,148,4657,13.5,75,"""C1""","""ford ltd"""
30,4,146,67,3250,21.8,80,"""C2""","""mercedes-benz 240d"""
13,8,302,140,4294,16,72,"""C1""","""ford gran torino (sw)"""
23.2,4,156,105,2745,16.7,78,"""C1""","""plymouth sapporo"""
28,4,140,90,2264,15.5,71,"""C1""","""chevrolet vega 2300"""
20,8,262,110,3221,13.5,75,"""C1""","""chevrolet monza 2+2"""
20.2,6,200,88,3060,17.1,81,"""C1""","""ford granada gl"""
31,4,91,68,1970,17.6,82,"""C3""","""mazda glc custom"""
19,3,70,97,2330,13.5,72,"""C3""","""mazda rx2 coupe"""
33.7,4,107,75,2210,14.4,81,"""C3""","""honda prelude"""
13,8,360,175,3821,11,73,"""C1""","""amc ambassador brougham"""
18.1,6,258,120,3410,15.1,78,"""C1""","""amc concord d/l"""
31,4,119,82,2720,19.4,82,"""C1""","""chevy s-10"""
24.5,4,151,88,2740,16,77,"""C1""","""pontiac sunbird coupe"""
18.5,8,360,150,3940,13,79,"""C1""","""chrysler lebaron town @ country (sw)"""
25,4,90,71,2223,16.5,75,"""C2""","""volkswagen dasher"""
18,6,250,88,3139,14.5,71,"""C1""","""ford mustang"""
30,4,135,84,2385,12.9,81,"""C1""","""plymouth reliant"""
25,4,90,71,2223,16.5,75,"""C2""","""volkswagen dasher"""
25,4,113,95,2228,14,71,"""C3""","""toyota corona"""
15,6,250,72,3432,21,75,"""C1""","""mercury monarch"""
11,8,400,150,4997,14,73,"""C1""","""chevrolet impala"""
39.4,4,85,70,2070,18.6,78,"""C3""","""datsun b210 gx"""
28,4,107,86,2464,15.5,76,"""C2""","""fiat 131"""
25,4,104,95,2375,17.5,70,"""C2""","""saab 99e"""
21,6,231,110,3039,15,75,"""C1""","""buick skyhawk"""
29.5,4,97,71,1825,12.2,76,"""C2""","""volkswagen rabbit"""
21.5,4,121,110,2600,12.8,77,"""C2""","""bmw 320i"""
13,8,360,175,3821,11,73,"""C1""","""amc ambassador brougham"""
20.2,6,232,90,3265,18.2,79,"""C1""","""amc concord dl 6"""
31.5,4,89,71,1990,14.9,78,"""C2""","""volkswagen scirocco"""
24.5,4,98,60,2164,22.1,76,"""C1""","""chevrolet woody"""
17.5,8,305,140,4215,13,76,"""C1""","""chevrolet chevelle malibu classic"""
18,6,250,88,3021,16.5,73,"""C1""","""ford maverick"""
37.7,4,89,62,2050,17.3,81,"""C3""","""toyota tercel"""
16,8,400,180,4220,11.1,77,"""C1""","""pontiac grand prix lj"""
34.4,4,98,65,2045,16.2,81,"""C1""","""ford escort 4w"""
18.5,8,360,150,3940,13,79,"""C1""","""chrysler lebaron town @ country (sw)"""
16,8,400,180,4220,11.1,77,"""C1""","""pontiac grand prix lj"""
29.9,4,98,65,2380,20.7,81,"""C1""","""ford escort 2h"""
14,8,351,153,4129,13,72,"""C1""","""ford galaxie 500"""
20.2,6,200,88,3060,17.1,81,"""C1""","""ford granada gl"""
25,4,104,95,2375,17.5,70,"""C2""","""saab 99e"""
25,4,90,71,2223,16.5,75,"""C2""","""volkswagen dasher"""
20.3,5,131,103,2830,15.9,78,"""C2""","""audi 5000"""
17,6,231,110,3907,21,75,"""C1""","""buick century"""
